series_reference,period,data_value,suppressed,status,units,magnitude,subject,groupe,series_title_1,series_title_2,series_title_3
BDCQ.SED1RMS,2012.06,14190,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2012.09,14324,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2012.12,14187,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2013.03,14067,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2013.06,14191,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2013.09,14154,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2013.12,14170,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2014.03,14179,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2014.06,14071,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2014.09,14044,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2014.12,14241,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2015.03,14225,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2015.06,13982,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2015.09,14030,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2015.12,13818,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2016.03,13847,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2016.06,13823,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2016.09,13800,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2016.12,13737,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2017.03,13735,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2017.06,13835,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2017.09,13847,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2017.12,13913,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2018.03,13915,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2018.06,13992,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2018.09,13923,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2018.12,14031,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2019.03,14034,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2019.06,13995,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2019.09,14033,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2019.12,14090,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2020.03,14087,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2020.06,13932,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2020.09,13910,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2020.12,13757,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2021.03,13747,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2021.06,13840,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2021.09,13964,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2021.12,13993,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2022.03,13901,,R,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMS,2022.06,14147,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Seasonally adjusted
BDCQ.SED1RMT,2011.06,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2011.09,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2011.12,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2012.03,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2012.06,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2012.09,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2012.12,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2013.03,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
BDCQ.SED1RMT,2013.06,,,C,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs,West Coast,Trend
