series_reference,period,data_value,suppressed,status,units,magnitude,subject,groupe,series_title_1,series_title_2,series_title_3
BDCQ.SEA2KS,2017.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2017.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2017.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2018.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2018.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2018.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2018.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted
BDCQ.SEA2KT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2KT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend
BDCQ.SEA2LA,2011.06,265.900685,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
BDCQ.SEA2LA,2011.09,264.627774,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
BDCQ.SEA2LA,2011.12,275.754477,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
BDCQ.SEA2LA,2012.03,279.127668,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
BDCQ.SEA2LA,2012.06,281.40192,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
BDCQ.SEA2LA,2012.09,280.729672,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Rental-Hiring and Real Estate Services",Actual
